751	"<img src=""E6A297.png"" />"	spiny	astlaline	ühe teravmäe tipus kasvab okkaline puu	梗概	こうがい	outline; summary; epitome	spiny, tree, wood, grow late, Ameratasu, one, ceiling, sun, tucked under the arm	This character refers originally to a deciduous, rough tree that grows on mountain plains. From this it gets the secondary sense of rugged or <b>spiny</b>. Its primitive elements: <i>tree</i> . . . <i>grow late</i>.		11	I learned this one from the movie Evil Dead, but when it grows late, trees change shape and become spiny creatures! Lesson: don´t go out at night.	With the safety of darkness as it grows late, spiny little insects start crawling out of the trees.	梗	ききょう【桔梗】Chinese bellflower; Platycodon grandiflorum<br/>こうがい【梗概】outline; summary; epitome<br/>しんきんこうそく【心筋梗塞】heart attack; myocardial infarction<br/>こうそく【梗塞】stoppage; tightness; block / infarction (e.g. cardiac)<br/>かこう【花梗】flower stalk; peduncle	23	コウ, キョウ	ふさぐ, やまにれ, おおむね	2498	1561	0	[sound:RTK1_keyword_jp_751..mp3]	[sound:RTK1_keyword_en_751.mp3]
752	"<img src=""E58F88.png"" />"	or again	uuesti	rajio taiso hommikuvõimlemisprogrammi kergendusliigutus	又	また	again; and; also; still (doing something)	or again, crotch	"Like the several abbreviations in Roman script to indicate ""and"" (+, &amp;, etc.), this short two-stroke kanji is used for the similar meaning of <b>or again</b>."	"* As a primitive, it will mean <i>crotch</i>, as in the <i>crotch</i> of the arm. Or whatever.	 "	2	After her boyfriend´s crotch has been satisfied, a woman might suggest they cuddle. The boyfriend, on the other hand, might say, ´Or again, we could fool around . . . ´.	"This keyword should really be ""again"" not ""or again"" Here is some context: think of the phrase ""Jya mata"" ""じゃ又"" which is a farewell similar to ""then again"". Also ""Mata ne"" ""又ね"" and mata ashita (again tomorrow) ""又明日""。 Note this kanji is rarely used, most of the time JP people spell it out ""mata"" except for in the last example: 又明日."	又	また【亦】again; and; also; still (doing something)<br/>または【又は】or; otherwise<br/>またもや【又もや】again (and again); once again<br/>ねこまた【猫また】mythical two-tailed monster cat<br/>またぎき【又聞き】hearsay; learning by hearsay<br/>またがし; またかし【又貸し】subleasing; subletting<br/>みつまた; さんさ; ミツマタ【三つまた】three-pronged fork; trident<br/>またのな【又の名】alias; another name<br/>またいとこ【又従兄】second cousin<br/>またでし【又弟子】indirect pupil<br/>またげらい【又家来】secondary retainer<br/>またのひ【又の日】another day; the next day<br/>またがり【又借り】subtenancy<br/>またぎ【又木】forked tree; forked branch	23	ユウ	また, また-, また.の-	696	1009	1	[sound:RTK1_keyword_jp_752..mp3]	[sound:RTK1_keyword_en_752.mp3]
753	"<img src=""E58F8C.png"" />"	pair	paar	2 rappers grabbing their crotch	双	そう	pair	pair, crotch, crotch2	The <i>crotch</i> reduplicated gives us a <b>pair</b>.		4	The animals boarding Noah´s Ark all came in pairs – but Noah had to carefully check the two crotches in each pair to ensure that the animals were of different sexes and thus able to further their species after the flood.	Crotch to crotch is how many pairs spend their private time together. . .	双	そう【双】pair<br/>もろ; モロ【両】both / many; various; all / together<br/>ふたご; そうし【二子】twins; twin<br/>そうほう【双方】two way; both parties; mutual; both<br/>ふたば【二葉】bud; sprout<br/>そうがんきょう【双眼鏡】binoculars; field glasses<br/>そうぼう【双眸】pair of eyes<br/>そうせいじ【双生児】twins<br/>むそう【無双】peerless; unparalleled; unparallelled; matchless<br/>そうとう【双頭】double-headed<br/>そうけん【双肩】shoulders<br/>そうがん【双眼】both eyes; binocular<br/>そうよく【双翼】both wings<br/>くさぞうし【草双紙】picture book<br/>すごろく; すぐろく【双六】sugoroku; traditional Japanese board game played with dice<br/>そうはつ【双発】two-motored<br/>そうへき【双壁】matchless things; matchless people / pair of bright jewels<br/>いちらんせいそうせいじ【一卵性双生児】identical twins<br/>りょうて; もろて; そうしゅ【両手】(with) both hands / approvingly<br/>そうほうこう【双方向】two-way; bidirectional; interactive	23	ソウ	ふた, たぐい, ならぶ, ふたつ	697	1029	2	[sound:RTK1_keyword_jp_753..mp3]	[sound:RTK1_keyword_en_753.mp3]
754	"<img src=""E6A191.png"" />"	mulberry	mooruspuu	3 hargivahe räpparit kõiguvad puu okstel	桑	くわ	mulberry (tree)	mulberry, crotch, tree, wood, crotch3	"<i>Crotches</i>, <i>crotches</i> everywhere . . . <i>tree</i>. Hint: think of a group of children playing an original version of ""Here We Go ´Round the <b>Mulberry</b> Bush."""		10	Children going around the mulberry tree singing ´This is the way we wash our crotch, wash our crotch, wash our crotch...´.	Imagine kids all over the top of a mulberry tree, sitting astride limbs so that their weight is on their crotches. (Mulberry trees have big sprawling limbs that run horizontally or at shallow angles making them easy to climb and sit in. I have an old mulberry in my yard, and my kids are in it constantly).	桑	くわ【桑】mulberry (tree)<br/>くわばら【桑原】mulberry field<br/>そうでん【桑田】mulberry plantation<br/>くわばたけ; くわばた【桑畑】mulberry field; mulberry plantation<br/>まくわうり; マクワウリ【真桑瓜】oriental melon (Cucumis melo var. Makuwa)<br/>ふそう【扶桑】land east of China; Japan<br/>やまぐわ; ヤマグワ【山桑】Chinese mulberry (Morus bombycis) / kousa dogwood (Cornus kousa)<br/>そうえん【桑園】mulberry plantation<br/>そうもん【桑門】monk; priest	23	ソウ	くわ	698	1434	1	[sound:RTK1_keyword_jp_754..mp3]	[sound:RTK1_keyword_en_754.mp3]
755	"<img src=""E99ABB.png"" />"	vessels	laevad	karkude vetruvad jalad tõukavad plahvatava kalkuni ranniku lähedal olevate laevadeni	一隻	いっせき	one boat; one ship	vessels, turkey, crotch	The key word indicates the Japanese generic term for counting ships. Its elements: <i>turkey</i> . . . <i>crotch</i>.		10	On Vessels that travel long distances, sailors often get quite lonely. They keep TURKEYS on the VESSELS, but not for use as food. The lonely sailors take turns enjoying the turkey´s CROTCH.	Donald Duck is a big bird that does not wear pants. It´s good to use him as a mnemonic because he is a sailor, and this kanji is used to count vessels.	隻	せき【隻】counter for ships (large boats) / counter for half of a pair (e.g. half of a folding screen) / counter for fish, birds, arrows, etc.<br/>いっせき【一隻】one boat; one ship<br/>せきがん【隻眼】eye (for pictures, etc.); one eye<br/>せきわん【隻腕】one-armed person; one-handed person<br/>せきしゅ【隻手】one arm; one hand<br/>せっく【隻句】a few words	23	セキ		699	1477	1	[sound:RTK1_keyword_jp_755..mp3]	[sound:RTK1_keyword_en_755.mp3]
756	"<img src=""E8ADB7.png"" />"	safeguard	turvaliseks muutma	demonstratsioon lilledest läbihüppavate laevadega teenib suurt meediakaja	護衛	ごえい	guard; convoy; escort	safeguard, say, words, keitai, mouth, radio caroline, flowers, vessels, turkey, crotch	Words . . . flowers . . . vessels.		20	Think of the flower-vessels as a the Greenpeace vessel “Arctic Sunrise”, only instead of a rainbow there is a big flower painted on the hull (this will come back in seize (#701) and harvest (#908)). Think of “flower-power” and of the “peace” in “Greenpeace” and it will make some sense hopefully. -- In this kanji, we see an inauguration speech being given before the Greenpeace vessel is set afloat and sent to safeguard our planet.	(With sarcasm) A Bush speech telling how all the US vessels are always welcomed, covered with flowers and words of gratitude for safeguarding democracy from the evil doers.	護	ごえい【護衛】guard; convoy; escort<br/>ほご; ほうご【保護】care; protection; shelter; safeguard; guardianship; favor; favour; patronage<br/>かんごふ【看護婦】(female) nurse<br/>べんごし【弁護士】lawyer; attorney<br/>しゅご; すご【守護】protection; safeguard / shugo (Kamakura or Muromachi period military governor)<br/>けいご【警護】bodyguard; escort<br/>かんご【看護】nursing; (army) nurse<br/>えんご【掩護】covering; protection; backing; relief<br/>べんご【弁護】defense; defence; pleading; advocacy<br/>ごふ; ごふう【御封】talisman; amulet; charm<br/>まもる【守る】to protect; to guard; to defend / to keep (i.e. a promise); to abide (by the rules); to observe; to obey; to follow<br/>かご【加護】divine protection<br/>えんご【掩護】covering; protection; backing; relief<br/>ひご【庇護】patronage; protection<br/>しゅごじん; しゅごしん【守護神】guardian deity<br/>ぼうご【防護】protection<br/>ごしん【護身】self-protection<br/>ごそう【護送】escort (e.g. under guard); convoy<br/>ようご【擁護】protection; advocacy; support; defence; championship; vindication / to protect (e.g. rights, etc.); to advocate (e.g. free trade, etc.); to support<br/>ごこく【護国】defense of one's country; defence of one's country	23	ゴ	まも.る	700	696	1	[sound:RTK1_keyword_jp_756..mp3]	[sound:RTK1_keyword_en_756.mp3]
757	"<img src=""E78DB2.png"" />"	seize	oma valdusse võtma	just like Somalian pirates a pack of wild dogs is invading a vessel, with flower decorations around their necks, as if they were trying to look cute	捕獲	ほかく	capture; seizure	seize, pack of wild dogs, radio caroline, flowers, vessels, turkey, crotch	A pack of <i>wild dogs</i> . . . <i>flowers</i> . . . <i>vessels</i>. Do not confuse this with the character for <i>arrest</i> (Frame 706).		16	A pack of genetically-modified wild dogs is seized by a group of Greenpeace activists and taken onboard the Greenpeace vessel (the flower vessel, see safeguard (#700)).	Customs just seized a crate of poppies (flowers) detected by trained wild dogs who inspected the vessel.	獲	えもの【獲物】game; spoils; trophy; prey<br/>かくとく【獲得】acquisition; possession<br/>ほかく【捕獲】capture; seizure<br/>とる【捕る】to take; to catch; to capture<br/>える【得る】to get; to earn; to acquire; to procure; to gain; to secure; to attain; to obtain; to win / to understand; to comprehend / to receive something undesirable (e.g. a punishment); to get (ill) / to be able to ..., can ...<br/>ぎょかく【漁獲】fishing; catch; haul<br/>ろかく【鹵獲】capture; seizure; plunder<br/>らんかく【乱獲】excessive fishing; overfishing; overhunting; excessive taking	23	カク	え.る	701	1996	1	[sound:RTK1_keyword_jp_757..mp3]	[sound:RTK1_keyword_en_757.mp3]
758	"<img src=""E5A5B4.png"" />"	guy	sell	mingi räppar tuli külge lööma	奴等	やつら	they; those guys	guy, woman, crotch	Woman . . . crotch.		5	That GUY stole my WOMAN so I kicked him in the CROTCH. (This story helps keep the word ´GUY´ as someone you hold in contempt).	Guys only care about 2 things: women and their crotch (preferably at the same time).	奴	"やつら【奴ら】they; those guys<br/>どれい【奴隷】slave; servant / slavery<br/>やつら【奴ら】they; those guys<br/>あいつ; きゃつ; かやつ; あやつ【彼奴】he; she; that guy<br/>やっこさん【奴さん】(derogatory or familiar) he; she; him; her / samurai's attendant (in a var. of origami) / type of popular song accompanied by dance from the Edo period<br/>ぬぼく; どぼく【奴僕】manservant; footman<br/>どひ; ぬひ【奴婢】servant<br/>のうど【農奴】serf<br/>ばいこくど【売国奴】traitor (to one's country)<br/>しゅせんど【守銭奴】miser; niggard; cheapskate<br/>どいつ; どちつ; どやつ【何奴】who?<br/>きょうど; フンヌ【匈奴】Xiongnu; ancient Central Asian nomadic people often associated with the Huns<br/>まちやっこ【町奴】persons organized into gangs and wearing flashy clothes, who styled themselves as ""chivalrous men"" (Edo period)<br/>こくど【黒奴】black person; slave<br/>ひややっこ【冷奴】cold tofu<br/>やっこだこ【奴凧】kite shaped like a footman<br/>どはい; やつばら【奴輩】guys; fellows<br/>やつばら【奴儕】they; those guys<br/>ひややっこ【冷奴】cold tofu<br/>やっこどうふ【奴豆腐】cubed tofu (often served cold)"	23	ド	やつ, やっこ	702	1051	1	[sound:RTK1_keyword_jp_758..mp3]	[sound:RTK1_keyword_en_758.mp3]
759	"<img src=""E68092.png"" />"	angry	vihane	that guy with a pagina is so angry that he vomits out his heart	怒る	おこる	to get angry; to get mad	angry, guy, woman, crotch, heart	Guy . . . heart.		9	This woman is angry because of the guys in the previous frame who pay more attention to her crotch than her heart. I prefer to decompose the kanji in three elements here because it is easier to read like a mnemonic.	WOMEN get very ANGRY over the thought that GUYS are more interested in her CROTCH than her HEART.	怒	おこる; いかる【怒る】to get angry; to get mad / to tell someone off; to scold / to be angular; to be square<br/>いかり【怒り】anger; rage; fury; wrath; indignation<br/>どなる【呶鳴る】to shout; to yell<br/>どちょう【怒張】overswelling (of a blood vessel); squaring one's shoulders<br/>どせい【怒声】angry voice; harsh words<br/>どごう【怒号】angry roar; bellow<br/>どなりつける【呶鳴り付ける】to shout at<br/>ふんぬ; ふんど【忿怒】anger; rage; resentment; indignation; exasperation<br/>げきど【激怒】rage; indignation; exasperation<br/>どき【怒気】anger; wrath<br/>いかりくるう【怒り狂う】to be in a fit (of anger); to rage<br/>どとう【怒涛】surging waves; raging billows / leaps and bounds<br/>いからす【怒らす】to anger someone; to offend someone<br/>きどあいらく【喜怒哀楽】human emotions (joy, anger, pathos, and humor) (humour)<br/>どなりこむ【呶鳴り込む】to storm in with a yell<br/>ふんぬ; ふんど【忿怒】anger; rage; resentment; indignation; exasperation<br/>きど【喜怒】joy and anger / human emotions<br/>いかりがた【怒り肩】square shoulders<br/>かくど【嚇怒】greatly enraged; furious<br/>かくど【嚇怒】greatly enraged; furious	23	ド, ヌ	いか.る, おこ.る	703	1319	2	[sound:RTK1_keyword_jp_759..mp3]	[sound:RTK1_keyword_en_759.mp3]
760	"<img src=""E58F8B.png"" />"	friend	sõber	a dead siam twin is a friend for life. imagine the crotch sceleton hanging from the left hip	友人	ゆうじん	friend	friend, by one’s side, crotch	By one´s side . . . crotch.		4	A good friend is always at your side. ---- I teach at a Japanese High School, and I often see chummy male students grabbing each other´s crotches in a joking manner. It´s still weird to me, but apparently reaching to your side and grabbing you neighbor´s crotch is a great way to express friendship.	Think of a sex friend (a fuck buddy if you will). The benefit of such a relationship is that there will always be a crotch by your side. (the Japanese refer to such a friend as セフレ, just as we do).	友	ともだち【友だち】friend; companion<br/>ゆうじん【友人】friend<br/>とも【友】friend; companion; comrade; pal<br/>しんゆう【親友】close friend; bosom (old, intimate) friend; buddy; crony; chum<br/>ともだち【友だち】friend; companion<br/>ゆうじょう【友情】friendship; fellowship; camaraderie<br/>せんゆう【戦友】comrade in arms; war buddy<br/>ゆうこう【友好】friendship<br/>きゅうゆう【旧友】crony; old friend<br/>ともなり【友成】developing friendship<br/>ともこ【友子】friend; comrade; companion<br/>がくゆう【学友】school friend<br/>ゆうあい【友愛】fraternity; friendship<br/>きゅうゆう【級友】classmate<br/>ほうゆう; ポンユー【朋友】friend; companion<br/>こうゆう【交友】friend; companion<br/>ゆうぜん【友禅】type of dyeing method or pattern; silk printed by the Yuzen process<br/>あくゆう【悪友】undesirable friend; bad company; bad companion; bad influence / partner in crime (i.e. good friend); close friend; buddy<br/>ゆうぐん【友軍】friendly troops<br/>めいゆう【盟友】sworn friend	23	ユウ	とも	704	234	4	[sound:RTK1_keyword_jp_760..mp3]	[sound:RTK1_keyword_en_760.mp3]
