251	"<img src=""E6A183.png"" />"	peach tree	virsiku puu	tree that portents evil	桃	もも	peach (Prunus persica)	peach tree, tree, wood, portent, turtle	To associate the <b>peach tree</b> with the primitive for a <i>portent</i>, recall the famous Japanese legend of Momotarō, the <b>Peach</b> Boy. It begins once upon a time with a fisherman and his wife who wanted badly to have a child, but none was born to them. Then one day the old man caught a giant <b>peach</b>, out of which jumped a healthy young lad whom they named <b>Peach</b> Boy. Though the boy was destined to perform heroic deeds, his birth also <i>portended</i> great misfortune (how else could he become a hero?). Thus the <i>tree</i> that is associated with a <i>portent</i> of coming evil comes to be the <b>peach tree</b>.		10	The pits of a peach tree look like turtles.	King Koopa consistently captures Princess Peach. Eventually he´s going to run out of castles and just set her in a tree.	桃	もも; モモ【桃】peach (Prunus persica)<br/>くるみ【胡桃】walnut<br/>ももいろ【桃色】pink (colour, color)<br/>はくとう【白桃】white peach<br/>とうげんきょう【桃源境】Arcady; Eden; Shangri-la<br/>ももじり【桃尻】somebody who is bad at horse-riding / a fidgety, restless person<br/>へんとうせん【扁桃腺】tonsils / tonsillitis<br/>きょうちくとう【夾竹桃】oleander; Nerium oleander var. indicum; rosebay<br/>とうげん【桃源】Shangri-La; paradise on earth<br/>ゆすらうめ; ゆすら; ユスラウメ【山桜桃】Nanking cherry (Prunus tomentosa); downy cherry<br/>さくらんぼ; さくらんぼう; サクランボ【桜んぼ】(edible) cherry<br/>おうとう【桜桃】cherry (tree; esp. sweet cherry or Nanking cherry)<br/>ももぞの【桃園】peach orchard<br/>とうり【桃李】peach and plum / person of one's recommendation<br/>もものせっく【桃の節句】dolls festival (March 3rd); peach festival<br/>こけもも; コケモモ【苔桃】cowberry (Vaccinium vitis-idaea); mountain cranberry; foxberry; partridgeberry<br/>やまもも; ヤマモモ【山桃】wax myrtle (Myrica rubra); asian bog myrtle	11	トウ	もも	236	1438	1	[sound:RTK1_keyword_jp_251..mp3]	[sound:RTK1_keyword_en_251.mp3]
252	"<img src=""E79CBA.png"" />"	stare	vahtima	eye that portends evil	眺める	ながめる	to view; to gaze at	stare, eye, portent, turtle	"To give someone the ""evil <i>eye</i>"" is to <b>stare</b> at them, wishing them evil. The roots of the superstition are old and almost universal throughout the cultures of the world. In this kanji, too, being <b>stared</b> at is depicted as an <i>eye</i> that <i>portends</i> evil."		11	Sauron´s One fiery eye stare at Frodo and it is a sign of portent. Evil will become whomever the eye is staring upon.	You lost a staring contest with a turtle because you blinked your eye before he did. (The contest wasn´t fair, because turtles have nictitating membranes, and don´t need to blink so often.) Eye comes first, because stare is most associated with eyes. And compare with challenge (#658) where this same obstreperous turtle challenges you to a finger wrestling contest. (Sibyl´s story with some notes that helped me).	眺	ながめる【眺める】to view; to gaze at<br/>ながめ【眺め】scene; view; prospect; outlook<br/>ちょうぼう【眺望】prospect; view; outlook	11	チョウ	なが.める	237	1568	1	[sound:RTK1_keyword_jp_252..mp3]	[sound:RTK1_keyword_en_252.mp3]
253	"<img src=""E78AAC.png"" />"	dog	koer		犬	いぬ	dog (Canis (lupus) familiaris)	dog, large, St. Bernard, drop	We know that the character for <i>large</i> takes on the meaning of the <i>St. Bernard</i> <b>dog</b> when used as a primitive. In this frame we finally see why. The <i>drop</i> added as a fourth and final stroke means that we have to do with a normal-sized <b>dog</b>, which compared to the <i>St. Bernard</i> is no more than a <i>drop</i> in the kennel.	"* As a primitive this character can take two meanings. In the form given here it will mean a very small dog (which we shall refer to as a <i>chihuahua</i> for convenience sake). When it takes the form 犭 to the left of a character, we shall give it the meaning of <i>a pack of wild dogs</i>.	 "	4	A large dog, dripping drool.	If we remember large (#107) as a man with his arms outstretched, the drop represents man´s best friend - a dog.	犬	いぬ【犬】dog (Canis (lupus) familiaris) / snoop (i.e. a detective, a spy, etc.) / loser; asshole / counterfeit; inferior; useless; wasteful<br/>こいぬ【仔犬】puppy<br/>りょうけん; かりいぬ【猟犬】hound; hunting dog; gun dog<br/>のらいぬ【野良犬】stray dog<br/>こいぬ【仔犬】puppy<br/>かいいぬ【飼犬】pet dog<br/>けんし【犬歯】eyetooth; cuspid; canine (tooth); dogtooth<br/>やけん【野犬】stray dog; ownerless dog<br/>まけいぬ【負け犬】dejected loser; dog that has lost a fight (with its tail between its legs) / unmarried woman (with no children) over the age of 30<br/>ばんけん【番犬】watchdog<br/>こいぬ【仔犬】puppy<br/>こまいぬ【狛犬】(stone) guardian lion-dogs at Shinto shrine<br/>きょうけん【狂犬】mad dog<br/>いぬじに【犬死に】die in vain<br/>あいけん【愛犬】pet dog; beloved dog<br/>もうけん【猛犬】savage dog<br/>だけん【駄犬】mongrel; cur<br/>けんえん【犬猿】dogs and monkeys (esp. as an example of a bad relationship, like that between cats and dogs)<br/>やまいぬ【山犬】Japanese wolf (Canis lupus hodophilax, extinct) / wild dog<br/>めいけん【名犬】fine dog	11	ケン	いぬ, いぬ-	238	19	3	[sound:RTK1_keyword_jp_253..mp3]	[sound:RTK1_keyword_en_253.mp3]
254	"<img src=""E78AB6.png"" />"	status quo	patiseis		状	じょう	kuju, vorm	status quo, turtle, chihuahua, dog, large, drop	Did you ever hear of the <i>turtle</i> who fell madly in love with a <i>chihuahua</i> but could not have her because their two families did not like the idea of their children intermarrying? Like all classic stories of ill-fated love, this one shows how the young upset the <b>status quo</b> with an emotion older and more powerful than anything their elders have devised to counter it: blind love.		7	It was left to the turtle to make right with the dog and thus maintain the status quo..	A turtle mounting a chihuahua clearly disrupts the status quo.	状	じょうたい【情態】current status; condition; situation; circumstances; state<br/>じょうきょう【情況】state of affairs (around you); situation; circumstances<br/>じょう【状】shape; state / letter; correspondence<br/>さま【方】Mr.; Mrs.; Miss; Ms. / makes words more polite (usu. in fixed expressions) / state; situation; appearance<br/>はくじょう【白状】confession<br/>げんじょう【現状】present condition; existing state; status quo<br/>けいじょう【形状】shape; form<br/>しょうじょう【症状】symptoms; condition<br/>いじょう【異状】something wrong; accident; change; abnormality; aberration<br/>さんじょう【惨状】disastrous scene; terrible spectacle<br/>しょじょう【書状】letter; note<br/>ほうしゃじょう【放射状】radial; radiating<br/>かんじょう【環状】annulation; ring-forming<br/>めいじょう【名状】description; describing; depicting<br/>びょうじょう【病状】patient's condition; pathology<br/>べつじょう【別条】something unusual; something wrong; mishap; accident; serious condition (e.g. after an injury); different situation<br/>ぎょうじょう【行状】behavior; behaviour<br/>ぼうじょう【棒状】cylinder or rod-shaped<br/>ざいじょう【罪状】charges; nature of offence; nature of offense<br/>ねんがじょう【年賀状】New Year's card	11	ジョウ		239	739	2	[sound:RTK1_keyword_jp_254..mp3]	[sound:RTK1_keyword_en_254.mp3]
255	"<img src=""E9BB99.png"" />"	silence	vaikus		黙る	だまる	to be silent	silence, black, computer, chihuahua, dog, large, drop, oven-fire, barbecue	"Oddly enough, the character for <b>silence</b> shows us a <i>black chihuahua</i>. Actually, the cute little critter´s name is Darkness, as I am sure you remember from the famous song about <b>silence</b> that begins, ""Hello, Darkness, my old friend...."" Note how the four dots reach all the way across the bottom of the character."		15	The computer won´t stop beeping, which is making the chihauhua bark, and it´s driving this guy insane. The only solution he can come up with is to throw them both on the fire and finally enjoy the silence.	Your neighbor is so sick of you playing Led Zeppelin that he takes your copy of the song Black Dog and burns it. Finally, silence in the neighborhood.	黙	ちんもく【沈黙】silence; being silent; quiet; hush / reticence; inaction<br/>だまりこむ【黙りこむ】to say no more; to sink into silence<br/>おしだまる【押しだまる】to keep silent<br/>あんもく【暗黙】tacit; implicit<br/>もくもく【黙々】silent; mute; dumb<br/>もくにん【黙認】connivance; tacit consent; toleration; acquiescence<br/>だまりこくる【黙りこくる】to keep silent<br/>もくしろく【黙示録】Revelation (book of the Bible); the Apocalypse<br/>もくさつ【黙殺】ignoring; taking no notice of; refusing even to comment on; treating with silent contempt; shelving; smothering / withholding comment<br/>かもく【寡黙】silent (person); shy; taciturn; reticent; uncommunicative<br/>もっこう【黙考】contemplation; meditation<br/>もくとう【黙とう】silent prayer<br/>もくひ【黙秘】keep silent; keep a secret<br/>もくねん; もくぜん【黙然】muteness; silence<br/>だんまり【暗闘】silence; without giving notice; taciturnity; refusing explanation / pantomime (in kabuki)<br/>もくれい【黙礼】silent bow<br/>おしだまる【押しだまる】to keep silent<br/>もくし【黙示】revelation; apocalypse<br/>もくし【黙視】view without saying a word; tacit permission<br/>もくそう【黙想】meditation; silent contemplation	11	モク, ボク	だま.る, もだ.す	240	1981	1	[sound:RTK1_keyword_jp_255..mp3]	[sound:RTK1_keyword_en_255.mp3]
256	"<img src=""E784B6.png"" />"	sort of thing	säärane asi		当然	とうぜん	natural; as a matter of course; justified; deserved; reasonable	sort of thing, moon, crescent moon, month, flesh, part of the body, chihuahua, dog, large, drop, oven-fire, barbecue	"The key word in this frame refers to a suffix that gives the word before it an adjectival quality; hence we refer to it as ""<b>sort of thing</b>."" Reverting to the time when dog was more widely eaten than it is today (See frame 127), we see here a large cauldron boiling over an <i>oven flame</i> with the <i>flesh</i> of a <i>chihuahua</i> being thrown into the whole concoction to make it into a ""hot-diggity, dog-diggity"" <b>sort of thing</b>."		12	Flesh of a dog over a cooking fire = ´hotdog´. There are all sorts of things in hot dogs. Believe me, you don´t want to know what sort of things . Visualize the hotdog curling as it cooks, to remember the unusual way the flesh primitive curves in this kanji. (tweaked version of ziggr´s. Thanks!).	There are all sorts of things in hot dogs. (I use hot dog for this primitive (meat of a dog over a cooking fire). I swear I can actually see the 月 here as a hot dog, with its slight curve and grill marks.).	然	とうぜん【当然】natural; as a matter of course; justified; deserved; reasonable<br/>しぜん【自然】nature; spontaneity / naturally; spontaneously<br/>とつぜん【突然】abrupt; sudden; unexpected; all at once<br/>ぜんぜん【全然】not at all (with neg. verb) / wholly; entirely; completely<br/>ぐうぜん【偶然】(by) chance; unexpectedly; suddenly; accident; fortuity; by coincidence<br/>ぜん【然】-like<br/>さ【然】so; like that; in that way<br/>しか【然】like that; as such / yeah; uh-huh<br/>ふしぜん【不自然】unnatural; artificial; affected; strained<br/>ぼうぜん; ボーゼン; もうぜん【呆然】dumbfounded; overcome with surprise; in blank amazement; in a daze<br/>どうぜん【同然】similar to; same; right; proper; just; natural<br/>ぼうぜん; ボーゼン; もうぜん【呆然】dumbfounded; overcome with surprise; in blank amazement; in a daze<br/>ひつぜん【必然】inevitable; necessary; certain; sure / inevitability; necessity<br/>しかし【併し】however; but<br/>がくぜん【愕然】astonishment; shock; amazement; terror<br/>いぜんとして【依然として】still; as yet; as of old<br/>あぜん【唖然】dumbfounded; in mute amazement<br/>てんねん【天然】nature; spontaneity / natural airhead<br/>ぶぜん【憮然】discouraged; disappointed; astonished<br/>はんぜん【判然】clear; distinct; evident; definite	11	ゼン, ネン	しか, しか.り, しか.し, さ	241	557	2	[sound:RTK1_keyword_jp_256..mp3]	[sound:RTK1_keyword_en_256.mp3]
257	"<img src=""E88DBB.png"" />"	reed	pilliroog	türnpuu küla tee ääres	荻	おぎ	Amur silvergrass (Miscanthus sacchariflorus)	reed, flowers, pack of wild dogs, fire	"You´ve no doubt seen cattails, those swamp <b>reeds</b> with a furry <i>flower</i> to them like the tail of a cat. This might just turn out to be a good way to get rid of a troublesome <i>pack of wild dogs</i>: lure them into a swamp of these <b>reeds</b> with the cattail <i>flowers</i> and then set <i>fire</i> to the swamp. Take care to focus on the <i>flower</i> rather than the ""cattail"" to avoid confusion with frame 259 below."		10	REEDS are the only FLOWERS that WILD DOGS like to FIRE up and smoke while they are playing poker.	A reed is a flower that looks like a hot dog.	荻	おぎ【荻】Amur silvergrass (Miscanthus sacchariflorus)	11	テキ	おぎ	242		0	[sound:RTK1_keyword_jp_257..mp3]	[sound:RTK1_keyword_en_257.mp3]
258	"<img src=""E78BA9.png"" />"	hunt	jahtima		狩る	かる	to hunt (e.g. animals); to go looking for (e.g. flowers, etc.); to gather (e.g. mushrooms); to pick (e.g. fruit)	hunt, pack of wild dogs, guard, house, glue	One of the worst problems you have to face when you go <b>hunting</b> is to <i>guard</i> your take from the <i>wild dogs</i>. If you imagine yourself failing at the task, you will probably have a stronger image than if you try to picture yourself succeeding.		9	Actually when hunting it may be a good idea to use a pack of dogs as your personal guard.	After a pack of wild dogs hunt some food, they will guard it fiercely.	狩	かり【狩】hunting / harvesting (e.g. berries, fruit); picking; gathering<br/>かり【狩】hunting / harvesting (e.g. berries, fruit); picking; gathering<br/>かる【狩る】to hunt (e.g. animals); to go looking for (e.g. flowers, etc.); to gather (e.g. mushrooms); to pick (e.g. fruit)<br/>かりゅうど; かりうど; りょうじん; さつひと; かりびと【狩人】hunter<br/>しゅりょう【狩猟】hunting<br/>かりぎぬ; かりごろも【狩衣】kariginu (informal clothes worn by the nobility from the Heian period onwards) / (during the Edo period) patterned kariginu<br/>かりだす【狩り出す】to hunt out; to flush out; to round up / to impress; to recruit<br/>たかがり【鷹狩】falconry<br/>しおひがり【汐干狩】shell gathering (at low tide); clamming<br/>かりば【狩場】hunting ground; hunting preserve<br/>しおひがり【汐干狩】shell gathering (at low tide); clamming<br/>かりば【狩場】hunting ground; hunting preserve<br/>まきがり【巻狩】hunt (where the hunting area is surrounded on four sides by hunters)<br/>もみじがり【紅葉狩】autumn-leaf viewing; fall-leaf viewing<br/>ほたるがり【蛍狩り】firefly catching<br/>もみじがり【紅葉狩】autumn-leaf viewing; fall-leaf viewing	11	シュ	か.る, か.り, -が.り	243	1310	1	[sound:RTK1_keyword_jp_258..mp3]	[sound:RTK1_keyword_en_258.mp3]
259	"<img src=""E78CAB.png"" />"	cat	kass	pack of wild dogs planting cat-seedlings	猫	ねこ	cat	cat, pack of wild dogs, seedlings, flowers, rice field, brains	"Knowing how much dogs love to chase <b>cats</b>, picture a <i>pack of wild dogs</i> planting ""<b>cat</b>-<i>seedlings</i>,"" watering them, and fertilizing them until they can be harvested as a crop of <b>cats</b> for them to chase and torment. If you begin from the key word and think of a ""crop of <b>cats</b>,"" you will not confuse this story with the apparently similar story of two frames ago."		11	The cat hid in the FLOWERS of the FIELD from the WILD DOGs.	Dawgs always wanna put their seedlings in pussies.	猫	"ねこ; ネコ【猫】cat / shamisen / geisha / wheelbarrow / clay bed-warmer / bottom; submissive partner of a homosexual relationship<br/>ねこま【猫】cat<br/>こねこ【仔猫】kitten<br/>ねこぜ【猫背】bent back; hunchback; stoop<br/>やまねこ; ヤマネコ【山猫】wildcat (Felis silvestris)<br/>のらねこ【のら猫】stray cat; alley cat<br/>ねこなでごえ【猫なで声】soft, coaxing voice; wheedling voice; ingratiating voice<br/>ねこまた【猫また】mythical two-tailed monster cat<br/>ねこなでごえ【猫なで声】soft, coaxing voice; wheedling voice; ingratiating voice<br/>ねこあし【猫脚】carved table leg with ""ball and claw"" foot<br/>はんみょう; ハンミョウ【斑猫】tiger beetle (esp. the Japanese tiger beetle, Cicindela japonica) / blister beetle; oil beetle<br/>うみねこ【海猫】black-tailed gull (Larus crassirostris)<br/>まねきねこ【招き猫】beckoning cat; figure of a cat with one paw raised (usu. white porcelain)<br/>ねこいた【猫板】fireside board<br/>ねこやなぎ; ネコヤナギ【猫柳】rosegold pussy willow (Salix gracilistyla)<br/>ねこじた【猫舌】dislike of very hot food or drink; inability to take hot food<br/>とらねこ【虎猫】ocelot (feline, Felis pardalis); tabby cat; tiger cat; wild cat (feline, Felis tigrina)<br/>ねこかぶり【猫かぶり】feigned innocence or naivete; beguiling innocence; wolf in sheep's clothing<br/>ねこかわいがり【猫可愛がり】doting on someone<br/>どらねこ【どら猫】stray cat"	11	ビョウ	ねこ	244	1535	2	[sound:RTK1_keyword_jp_259..mp3]	[sound:RTK1_keyword_en_259.mp3]
260	"<img src=""E7899B.png"" />"	cow	lehm		牛	うし	lehm	cow	"Can you the ""doodle"" of a <b>cow</b> that has just been run over by a steamroller? The small dot in the first stroke shows its head turned to one side, and the next two strokes, the four legs."	"* As a primitive, the same sense of <i>cow</i> is kept. Note only that when it is placed OVER another element, its tail is cut off. In this case, and when the element appears on the left, the stroke order is changed.	 "	4	A cow tried to climb up a vermilion tree, but in doing so, it broke its two bottom branches off.	A cow bleeds vermilion when you cut off two of it´s legs.	牛	"うし; ぎゅう; ウシ【牛】cattle (Bos taurus); cow; ox; oxen / beef / Chinese ""Ox"" constellation (one of the 28 mansions)<br/>ぎゅうにゅう【牛乳】(cow's) milk<br/>とうぎゅう【闘牛】bullfighting; bullfight / fighting bull<br/>ぎゅうにく【牛肉】beef<br/>ぎゅうしゃ; ぎっしゃ; うしぐるま【牛車】ox carriage (for Heian era nobles); oxcart<br/>すいぎゅう; スイギュウ【水牛】water buffalo (Bubalus bubalis); domestic Asian water buffalo / wild water buffalo (Bubalus arnee); Asian water buffalo<br/>ぎゅうじ【牛耳】ears of an ox<br/>ぎゅうば【牛馬】horses and cattle<br/>ぎゅうじる【牛耳る】to control; to take the lead in; to have under one's thumb<br/>やぎゅう【野牛】buffalo<br/>かたつむり; かぎゅう; でんでんむし; カタツムリ【でんでん虫】snail / cochlea<br/>ごぼう; ごんぼ; うまふぶき; ゴボウ【牛蒡】great burdock (Arctium lappa)<br/>めうし【牝牛】cow; heifer<br/>ぎゅうしゃ【牛舎】cow shed; cattle barn<br/>ちちうし; にゅうぎゅう【乳牛】milk cow; dairy cattle; milch cow<br/>こうし; こうじ【仔牛】calf; small cow<br/>うしや; ぎゅうや【牛屋】cowshed / cow farmer / restaurant specializing in beef dishes / store (butcher, etc.) that sells beef<br/>ぎゅうなべ【牛鍋】thin slices of beef, cooked with various vegetables in a table-top cast-iron pan; sukiyaki<br/>ぎゅうかわ; ぎゅうひ; うしがわ【牛皮】cowhide; oxhide<br/>ぎゅうとう【牛刀】butcher's knife; chef's knife"	11	ギュウ	うし	245	108	3	[sound:RTK1_keyword_jp_260..mp3]	[sound:RTK1_keyword_en_260.mp3]
