1251	"<img src=""E7ABAF.png"" />"	edge			端	はし	end, edge	edge, vase, stand up, pick-axe, mountain, comb	Vase . . . mountain . . . comb.		14	Have you ever seen those shots in movies where the hero is standing at the edge of a sheer mountain face, hair blowing in the wind? It probably wouldn´t seem so heroic if you saw him ten minutes earlier, when a crew of stylists was carefully combing his hair so it would fall perfectly.	When you stand a comb on its edge, it looks like the mountain (#768) kanji.	端	はした【端】fraction; odd sum / loose change / low class female servant<br/>はし; はじ; はな【端】end (e.g. of street); tip; point; edge; margin / beginning; start; first / odds and ends; scrap; odd bit; least<br/>たん【端】origin / variable measure of fabric (28.8 cm in width); for kimonos: at least 10 m in length; for haori: at least 7.27 m in length; for other clothes: at least 6.06 m in length / tip; extremity<br/>そば; そく; はた【側】near; close; beside; vicinity; proximity; besides; while / third person<br/>つま【妻】edge; tip; end / gable wall / gable<br/>とたん【途端】just (now, at the moment, etc.)<br/>せんたん【先端】pointed end; tip; fine point; spearhead; cusp; vanguard; advanced; leading edge; apex (of a curve)<br/>きょくたん【極端】extreme; extremity<br/>いたん【異端】heresy<br/>ちゅうとはんぱ【中途半端】halfway; half measures; unfinished; incomplete; by halves; half-baked; half-cocked<br/>いったん【一端】one end; an end / part; fragment<br/>いっぱし【一端】competent enough; pretty good; like other people<br/>たんまつ【端末】terminal; computer terminal / information access device (smartphone, tablet, book-reader, etc.) / end (e.g. of a roll of film)<br/>たんせい【端正】handsome; noble<br/>はんぱ【半端】remnant; fragment; incomplete set; fraction; odd sum; incompleteness<br/>りょうたん; りょうはし; りょうはじ【両端】both ends; either end; both edges / double-mindedness; sitting on the fence<br/>まったん【末端】end; tip; extremities; terminal<br/>みちばた【道ばた】roadside; wayside<br/>ほったん【発端】origin; genesis; opening; start; beginning<br/>たんてき【端的】frank; direct; plain; straightforward; point-blank; concise	31	タン	はし, は, はた, -ばた, はな	1167	1863	1	[sound:RTK1_keyword_jp_1251..mp3]	[sound:RTK1_keyword_en_1251.mp3]
1252	"<img src=""E4B8A1.png"" />"	both			両方	りょうほう	both	both, street, nail, spike, belt, shovel	<i>Ceiling</i> . . . <i>belt</i> . . . <i> mountain</i>. Note that the writing order follows the order in which the primitives are given here.		6	Primatives celing; belt; mountain as per Cumulative Errata. See volfy post for link. Both effective ways to commit suicide, hang your self from the celing with your belt or jump off a mountain.	Both of Tiger Wood´s initials is the logo on his belt... 　　　　　　　　RTK2:　リョウ　両親　りょうしん(one´s parents).	両	りょうしん; ふたおや【両親】parents; both parents<br/>りょうほう【両方】both; both sides; both parties<br/>りょうそく; りょうあし; もろあし【両足】both feet / both legs<br/>りょうがわ; りょうそく【両側】both sides<br/>りょうしゃ【両者】pair; the two; both persons; both things<br/>りょうきゃく; りょうあし【両脚】both legs<br/>りょうめ【両目】both eyes<br/>しゃりょう【車両】rolling stock; railroad cars; vehicles<br/>りょうこく; りょうごく【両国】both countries / Ryougoku (area of Tokyo)<br/>りょうにん【両人】both people<br/>りょうたん; りょうはし; りょうはじ【両端】both ends; either end; both edges / double-mindedness; sitting on the fence<br/>りょうだん【両断】bisection<br/>りょうびらき【両開き】double (two-leaf) door<br/>リャンメン【両面】double-sided wait (for one's last tile); wait for either of two different tiles to complete a chow which will finish one's hand<br/>りょうめん【両面】both sides; two sides; double-sided<br/>じゅうりょう【十両】second highest division; wrestlers of the second highest division<br/>りょうがえ【両替】change; money exchange<br/>いちりょう【一両】one vehicle / one ryou (an old coin)<br/>りょうよく【両翼】both wings; both flanks<br/>せんりょう【千両】1000 ryou (an old Japanese coin) / Sarcandra glabra (species of flowering shrub in the family Chloranthaceae)	31	リョウ	てる, ふたつ	1168	434	2	[sound:RTK1_keyword_jp_1252..mp3]	[sound:RTK1_keyword_en_1252.mp3]
1253	"<img src=""E6BA80.png"" />"	full			満月	まんげつ	full moon	full, water, water droplets, water pistol, flowers, both, street, nail, spike, belt, shovel	<i>Water</i> . . . <i>flowers</i> . . . <i>both</i>. Given the abstract nature of this last primitive, you may want to borrow the image from the previous frame.		12	Add water THEN the flowers. With both the vase will be full.	I was thirsty so I gulped down the water. Then I realized I was also hungry. So I ate the flowers. Yes, I am responsible for both the missing water and the missing flowers. Yes, I´m afraid both. Am I still hungry or thirsty? Thank you for asking! How kind! But no, I feel quite full now.	満	まんぞく【満足】satisfaction; contentment; complacency / sufficient; enough; adequate; proper<br/>みちる【充ちる】to be full / to wax (e.g. moon) / to rise (e.g. tide) / to mature; to expire<br/>ふまん【不満】dissatisfaction; displeasure; discontent; complaints; unhappiness; disgruntled<br/>みたす【充たす】to satisfy; to fulfill; to appease / to fill (e.g. a cup); to pack / to reach (a certain number)<br/>みつ【充つ】to be full / to wax (e.g. moon) / to rise (e.g. tide) / to mature; to expire<br/>まん【満】full (years, etc.) / whole; all / fully enough; not lacking / Manchuria<br/>じゅうまん【充満】being filled with; teeming with; pregnant with<br/>まんめん【満面】(the) whole face<br/>ほうまん【豊満】stout; corpulent; plump; voluptuous<br/>まんげつ【満月】full moon<br/>まんさい【満載】fully loaded; full load; loaded condition<br/>まんいん【満員】full house; no vacancy; sold out; standing room only; full (of people); crowded<br/>まんまん【満々】full of; brimming with<br/>まんてん【満点】perfect score; full marks / extremely; very; quite<br/>まんしん【満身】the whole body / all one's (strength, anger, spirit, etc.)<br/>まんぷく【満腹】filling the stomach; full stomach<br/>じしんまんまん【自信満々】full of confidence; brimming with (self-)confidence; having great faith in oneself<br/>まんきつ【満きつ】having enough of (food, drink, etc.); having one's fill / fully enjoying<br/>まんしゅう【満州】Manchuria<br/>ひまん【肥満】corpulence; fatness; obesity	31	マン, バン	み.ちる, み.つ, み.たす	1169	616	2	[sound:RTK1_keyword_jp_1253..mp3]	[sound:RTK1_keyword_en_1253.mp3]
1254	"<img src=""E794BB.png"" />"	brush-stroke			4画	よんかく		brush-stroke, one, ceiling, sprout, shoot, shovel	In forming an image for the key word, it is helpful to know that this kanji is used for artistic representations (like a completed painting), and as a counter for the number of <b>brush-strokes</b> in a character (as, for instance, in Indexes II and III at the end of this book). Its elements are: <i>ceiling</i> . . . <i>sprout</i> . . . <i>shovel</i>.		8	You decide one day to paint a kanji on your ceiling. Unfortunately, you don’t have a brush, so, being innovative, you use a sprout. Knowing it could be messy, you search for a drop-cloth, but can’t find one. Instead, you put a shovel down on the floor to catch any drips resulting from the BRUSH-STROKEs.	To paint a kanji in your ceiling with only natural materials, you use a sprout as a brush and shovel some dirt to use as paint for your strokes. [modified from johnskb´s].	画	けいかく【計画】plan; project; schedule; scheme; program; programme<br/>えいが【映画】movie; film<br/>えづら【画面】the impression given by a painting or image<br/>がめん【画面】terminal screen; scene; picture; the field (in TV); photo<br/>が; え【画】picture; drawing; painting; sketch<br/>かく【劃】stroke (of a kanji, etc.)<br/>がか【画家】painter; artist<br/>きかく【企劃】planning; project; plan; design<br/>くかく【区劃】division; section; compartment; boundary; area; block<br/>がぞう【画像】image; picture; portrait<br/>まんが; マンガ【漫画】cartoon; comic; comic strip<br/>かいが【絵画】picture; painting<br/>えいがかん【映画館】movie theatre; movie theater; cinema<br/>かくさく【劃策】plan; scheme; program formulation; programme formulation; maneuver; manoeuvre<br/>へきが【壁画】fresco; mural; wall painting<br/>ろくが【録画】(video) recording<br/>がろう【画廊】art gallery (esp. artworks for sale); picture gallery<br/>がしゅう【画集】book of paintings in print<br/>かっきてき【劃期的】ground-breaking; epoch-making<br/>がはく【画伯】master painter; artist	31	ガ, カク, エ, カイ	えが.く, かく.する, かぎ.る, はかりごと, はか.る	1170	91	3	[sound:RTK1_keyword_jp_1254..mp3]	[sound:RTK1_keyword_en_1254.mp3]
1255	"<img src=""E6ADAF.png"" />"	tooth			歯	は	tooth	tooth, stop, footprint, bag of rice, shovel	Footprint . . . rice . . . shovel.		12	Stop shoveling rice into your mouth, you´ll hurt a tooth! Use chopsticks instead.	My dentist used his foot and a shovel to dislodge the rice stuck between my teeth.	歯	よわい【歯】(one's) age<br/>は【歯】tooth<br/>おくば【奥歯】molars; back teeth<br/>はぐるま【歯車】gear; cog-wheel<br/>ぜんし; まえば【前歯】front tooth<br/>はぎしり【歯ぎしり】involuntary nocturnal tooth grinding; bruxism / grinding one's teeth out of anger or vexation<br/>はぎれ【歯切れ】feel when biting / manner of enunciation<br/>はいしゃ【歯医者】dentist<br/>けんし【犬歯】eyetooth; cuspid; canine (tooth); dogtooth<br/>はどめ【歯止め】brake; skid; pawl / restraint; curtailment; self-imposed limit; check<br/>いれば【入歯】false tooth; denture<br/>はならび【歯並び】row of teeth; set of teeth; dentition<br/>はぐき【歯ぐき】gums; teethridge<br/>しだ; シダ【歯朶】fern (esp. species Gleichenia japonica); fernery<br/>はがゆい【歯がゆい】impatient; tantalized; tantalised; irritated; chagrined; chagrinned; vexed<br/>はがゆい【歯がゆい】impatient; tantalized; tantalised; irritated; chagrined; chagrinned; vexed<br/>はがみ【歯噛み】grinding of the teeth; involuntary nocturnal tooth grinding; bruxism / grinding one's teeth out of anger or vexation; gnashing one's teeth; gritting one's teeth<br/>はブラシ【歯ブラシ】toothbrush<br/>しかい【歯科医】dentist<br/>しが【歯牙】teeth (and tusks)	31	シ	よわい, は, よわ.い, よわい.する	1171	306	2	[sound:RTK1_keyword_jp_1255..mp3]	[sound:RTK1_keyword_en_1255.mp3]
1256	"<img src=""E69BB2.png"" />"	bend			曲げる	まげる	bend (something)	bend, rice field, brains, stick	Picture yourself grabbing hold of the two strokes poking out the top of the kanji and wrenching them apart, thus giving the sense of <b>bend</b>. If you think of them as deriving from the element for <i>brains</i> beneath (of course, the middle stroke has been reduplicated and pulled out to where it can be grabbed hold of), you can associate the key word with <b>bending</b> someone´s mind to your own point of view.		6	It looks like the mouth of Bender the robot, from Matt Groening´s animated series ´Futurama´. Thus, I use the character Bender the robot as a primitive.	"Also means ""melody"". Think of it as a pictogram of a guitar where you have to bend the strings to make a melody."	曲	まが【曲】wickedness; evil; calamity; disaster<br/>くせ; クセ【曲】long segment of a noh play forming its musical highlight / wrong; improper; indecent<br/>くま【曲】corner; nook; recess / a shadow; a shade<br/>きょく【曲】tune; piece of music<br/>まがる【曲る】to bend; to curve; to warp; to wind; to twist / to turn / to be awry; to be askew; to be crooked<br/>まげる【曲げる】to bend; to crook; to bow; to curve; to curl / to lean; to tilt; to incline; to slant / to bend (the truth); to distort; to twist; to pervert / to yield (a point); to depart (from a principle); to ignore (what one really thinks) / to pawn<br/>まがる【曲る】to bend; to curve; to warp; to wind; to twist / to turn / to be awry; to be askew; to be crooked<br/>きょくせん【曲線】curve<br/>まがりかど【曲がりかど】street corner; road turn; bend in the road / turning point; watershed<br/>おりまげる【折り曲げる】to bend; to turn up; to turn down; to double<br/>まがりくねる【曲りくねる】to bend many times; to turn and twist; to zigzag<br/>わんきょく【弯曲】curve; bend; crook<br/>ねじまげる【捩じ曲げる】to twist; to distort<br/>くせもの【曲物】ruffian; villain; knave; thief; suspicious fellow / peculiar person; idiosyncratic person; stubborn fellow / tricky thing; something that is more than it seems / expert; master; highly skilled person / goblin; apparition; monster; ghost; phantom; spectre; specter<br/>きょくば【曲馬】circus; equestrian feats<br/>おれまがる【折れ曲がる】to bend back and forth<br/>ぎきょく【戯曲】play; drama<br/>わいきょく【わい曲】distortion; falsification; perversion<br/>さっきょく【作曲】composition; setting (of music)<br/>きょくげい【曲芸】acrobatics	31	キョク	ま.がる, ま.げる, くま	1172	279	2	[sound:RTK1_keyword_jp_1256..mp3]	[sound:RTK1_keyword_en_1256.mp3]
1257	"<img src=""E69BB9.png"" />"	cadet			軍曹	ぐんそう	sergeant	cadet, one, bend, sun, day	This character is written in the order of its elements: <i>one</i> . . . <i>bend</i> . . . <i>sun</i>.		11	A space cadet eager to make one bend around the sun. (a dangerous maneuver).	Bender lasted just one day in the space cadets.	曹	ぐんそう【軍曹】sergeant<br/>そうちょう【曹長】master sergeant; sergeant major (JSDF)<br/>へいそう【兵曹】warrant soldier<br/>おんぞうし【御曹司】son of a distinguished family; son of a noble<br/>おんぞうし【御曹司】son of a distinguished family; son of a noble<br/>ぞうし【曹司】palace room for government officials or ladies in waiting / room inside a palace or private estate allocated to employees; person living in such a room / boarding house for trainee administrators (ritsuryo period)<br/>そうだ; ソーダ【曹達】soda<br/>そうとうしゅう【曹洞宗】Soto school (of Zen Buddhism)<br/>ほうそうかい【法曹界】legal circles<br/>ほうそう【法曹】legal profession; lawyer<br/>じゅうそう【重曹】baking soda; sodium bicarbonate	31	ソウ, ゾウ	つかさ, ともがら, へや	1173	1481	1	[sound:RTK1_keyword_jp_1257..mp3]	[sound:RTK1_keyword_en_1257.mp3]
1258	"<img src=""E981AD.png"" />"	encounter			遭う	あう	meet, encounter, get caught in	encounter, cadet, one, bend, sun, day, road	Cadet . . . road.		13	Close encounters of the third kind. The space cadet encounters aliens on the road.	"Bender the cadet (see frame 1172) has an ""encounter of the third kind"" on the road. Reference to Steven Spielberg´s 1977 movie ""Close Encounters of the Third Kind"". Also a reference to popular stories of people reportedly chased by UFO´s while driving on the road."	遭	そうぐう【遭遇】encounter; being confronted with (e.g. difficulty); meeting with (e.g. accident)<br/>あう【会う】to meet; to encounter; to see / to have an accident; to have a bad experience<br/>そうなん【遭難】disaster; shipwreck; accident; being stranded	31	ソウ	あ.う, あ.わせる	1174	1850	1	[sound:RTK1_keyword_jp_1258..mp3]	[sound:RTK1_keyword_en_1258.mp3]
1259	"<img src=""E6BC95.png"" />"	rowing			漕ぐ	こぐ	to row; to scull; to paddle / to pedal (e.g. bicycle) / to swing (on a swing) / to operate a hand pump / to push through (deep snow, the jungle, etc.)	rowing, water, water droplets, water pistol, cadet, one, bend, sun, day	Water . . . cadet.		14	Bender the cadet (see frame 1172) is rowing, during some army exercise, and he´s very afraid of water (Bender is a robot).	The space cadet is in training, rowing in the water (see it splash).	漕	こぐ【漕ぐ】to row; to scull; to paddle / to pedal (e.g. bicycle) / to swing (on a swing) / to operate a hand pump / to push through (deep snow, the jungle, etc.)<br/>こぎつける【漕ぎつける】to row (a boat) up to (a pier) / to attain; to reach (a certain stage); to manage to do<br/>あこぎ【阿漕】greed; cruelty; insistent; insistence<br/>りきそう【力漕】rowing hard<br/>うんそう【運漕】transport; freight; shipping<br/>こぎつける【漕ぎつける】to row (a boat) up to (a pier) / to attain; to reach (a certain stage); to manage to do<br/>かいそう【回漕】shipping<br/>きょうそう【競漕】regatta; boat race	31	ソウ	こ.ぐ, はこ.ぶ	1175		0	[sound:RTK1_keyword_jp_1259..mp3]	[sound:RTK1_keyword_en_1259.mp3]
1260	"<img src=""E6A7BD.png"" />"	vat			槽	そう	body (of a biwa)	vat, tree, wood, cadet, one, bend, sun, day	Tree . . . cadet.		15	Also as part of some army survival exercise, the cadets (including Bender see frame 1172) are sent into the woods to build a vat (for collecting water for example).	Bender the Cadet (kudos to Fuaburisu) is found on an army training exercise, hiding behind a tree, getting drunk on the famous scotch whiskey Vat 69.	槽	よくそう【浴槽】bathtub<br/>すいそう【水槽】water tank; cistern; fish tank<br/>うけ【槽】basin; tub<br/>ふね【槽】ship; boat; watercraft; vessel; steamship / tank; tub; vat; trough / counter for boat-shaped containers (e.g. of sashimi)<br/>そう【槽】body (of a biwa)<br/>ゆぶね【湯ぶね】bathtub / boat with a bathtub rented to customers (Edo period)<br/>ゆそう【油槽】oil tank<br/>しそうのうろう【歯槽膿漏】periodontitis; pyorrhea; pyorrhoea; pyorrhea alveolaris; inflammation of the gingiva (gums) resulting in bone loss	31	ソウ	ふね	1176	1933	1	[sound:RTK1_keyword_jp_1260..mp3]	[sound:RTK1_keyword_en_1260.mp3]
